ENSGene,Control_1,Control_2,SHSY5Y_1,SHSY5Y_2
ENSG00000055211,620,530,205,179
ENSG00000055332,2415,3225,3493,3503
ENSG00000055483,2195,2073,2284,2259
ENSG00000055609,2465,2564,4005,3959
ENSG00000055732,0,0,0,0
ENSG00000055813,0,0,0,0
ENSG00000055917,2083,2058,7972,7920
ENSG00000055950,742,832,1303,1281
ENSG00000055955,3,0,1,1
ENSG00000055957,0,0,0,0
ENSG00000056050,196,218,1436,1428
ENSG00000056097,3347,3720,4767,4748
ENSG00000056277,199,173,828,824
ENSG00000056291,0,0,491,486
ENSG00000056487,0,0,4388,4343
ENSG00000056558,193,115,26,25
ENSG00000056586,1633,1610,4189,4171
ENSG00000056736,249,253,452,446
ENSG00000056972,70,48,154,153
ENSG00000056998,251,203,351,349
ENSG00000057019,678,805,435,443
ENSG00000057149,0,0,0,0
ENSG00000057252,919,963,1190,1185
ENSG00000057294,0,0,327,325
ENSG00000057468,12,12,5,5
ENSG00000057593,36,53,8,8
ENSG00000057608,5149,5961,8646,8634
ENSG00000057657,7,3,2,2
ENSG00000057663,674,631,854,859
ENSG00000057704,1,4,53,52
ENSG00000057757,727,685,1292,1283
ENSG00000057935,896,988,3523,3515
ENSG00000058056,298,313,1083,1077
ENSG00000058063,1639,1828,1984,1971
ENSG00000058085,93,97,12,11
ENSG00000058091,572,672,2152,2164
ENSG00000058262,3867,3742,1584,1580
ENSG00000058272,1467,1749,1400,1396
ENSG00000058335,45,23,1,1
ENSG00000058404,1,0,276,277
ENSG00000058453,797,683,3166,3149
ENSG00000058600,699,656,1896,1885
ENSG00000058668,21790,22074,1823,1787
ENSG00000058673,0,0,1,0
ENSG00000058729,0,0,0,0
ENSG00000058799,649,614,554,556
ENSG00000058804,303,347,3572,3559
ENSG00000058866,0,2,26,26
ENSG00000059122,1696,1467,754,769
ENSG00000059145,473,462,497,498
ENSG00000059377,7,6,357,361
ENSG00000059378,926,1219,95,92
ENSG00000059573,3171,3343,4199,4155
ENSG00000059588,479,494,2063,2048
ENSG00000059691,475,438,1286,1291
ENSG00000059728,371,387,577,580
ENSG00000059758,947,1025,984,985
ENSG00000059769,0,0,0,0
ENSG00000059804,2021,1767,21,21
ENSG00000059915,47,28,1133,1127
ENSG00000060069,1035,974,1351,1352
ENSG00000060138,3751,4441,0,0
ENSG00000060140,12,16,0,0
ENSG00000060237,7861,8213,7392,7368
ENSG00000060303,0,0,0,0
ENSG00000060339,2211,2442,4491,4470
ENSG00000060491,2086,1967,1608,1550
ENSG00000060558,6,4,0,0
ENSG00000060566,0,3,3,3
ENSG00000060642,558,567,460,465
ENSG00000060656,3865,3794,1139,1138
ENSG00000060688,653,627,1851,1845
ENSG00000060709,0,0,4442,4394
ENSG00000060718,2840,3021,1029,1017
ENSG00000060749,1140,1398,3690,3675
ENSG00000060762,425,411,1055,1045
ENSG00000060971,909,817,605,602
ENSG00000060982,1974,2060,5972,5977
ENSG00000061273,4393,4668,1974,1966
ENSG00000061337,159,178,682,682
ENSG00000061455,38,32,14,14
ENSG00000061492,0,0,0,0
ENSG00000061656,74,62,276,271
ENSG00000061676,4757,5547,6001,5995
ENSG00000061794,698,639,1461,1459
ENSG00000061918,88,99,743,742
ENSG00000061936,1606,1525,2789,2760
ENSG00000061938,1837,1729,1860,1841
ENSG00000061987,1760,1788,1675,1687
ENSG00000062038,40,60,26,25
ENSG00000062096,0,2,0,0
ENSG00000062194,1153,1486,3608,3597
ENSG00000062282,2,7,93,91
ENSG00000062370,136,124,303,302
ENSG00000062485,3373,3422,5899,5855
ENSG00000062524,88,97,20,19
ENSG00000062582,0,0,0,0
ENSG00000062598,34,22,30,27
ENSG00000062650,1428,1526,3172,3165
ENSG00000062716,2024,1651,2859,2850
ENSG00000062725,1035,1393,2629,2608
ENSG00000062822,249,303,3244,3205
ENSG00000063015,0,0,0,0
ENSG00000063046,0,1,18,16
ENSG00000063127,124,127,3,4
ENSG00000063169,0,0,0,0
ENSG00000063176,516,617,803,815
ENSG00000063177,7931,7744,18598,18457
ENSG00000063180,0,0,1,1
ENSG00000063241,752,784,1240,1239
ENSG00000063244,1926,1843,3971,3954
ENSG00000063245,4252,4201,5808,5757
ENSG00000063322,1624,1473,2019,2011
ENSG00000063438,0,0,0,0
ENSG00000063515,0,0,0,0
ENSG00000063587,1410,1296,737,734
ENSG00000063601,1495,1479,1516,1511
ENSG00000063660,14498,14485,1459,1451
ENSG00000063761,286,267,288,290
ENSG00000063854,620,480,1045,1041
ENSG00000063978,2663,2564,2254,2236
ENSG00000064012,703,684,197,196
ENSG00000064042,1384,1589,5845,5860
ENSG00000064102,456,486,1279,1271
ENSG00000064115,860,885,1362,1354
ENSG00000064195,0,3,0,0
ENSG00000064199,13,37,144,156
ENSG00000064201,92,78,24,23
ENSG00000064205,0,0,0,0
ENSG00000064218,0,0,0,0
ENSG00000064225,2,2,1940,1947
ENSG00000064270,8,15,28,27
ENSG00000064300,0,0,2,2
ENSG00000064309,127,146,1109,1123
ENSG00000064313,847,1112,1782,1770
ENSG00000064393,1785,1908,5726,5702
ENSG00000064419,1791,1713,4773,4767
ENSG00000064489,0,0,0,0
ENSG00000064490,433,505,826,824
ENSG00000064545,523,525,779,764
ENSG00000064547,179,166,640,636
ENSG00000064601,6227,6832,1016,1015
ENSG00000064607,3279,2840,5498,5434
ENSG00000064651,598,632,941,929
ENSG00000064652,646,626,693,691
ENSG00000064655,5,1,9,8
ENSG00000064666,9567,9056,1399,1391
ENSG00000064687,336,326,297,287
ENSG00000064692,245,200,42,43
ENSG00000064703,595,583,1144,1148
ENSG00000064726,0,0,0,0
ENSG00000064763,200,238,173,158
ENSG00000064787,8,6,0,0
ENSG00000064835,0,0,0,0
ENSG00000064886,1,0,0,0
ENSG00000064932,1684,1485,1780,1745
ENSG00000064933,234,278,1733,1716
ENSG00000064961,1648,1362,2169,2127
ENSG00000064989,0,0,0,0
ENSG00000064995,64,71,198,219
ENSG00000064999,935,925,2277,2267
ENSG00000065000,5609,5274,6675,6647
ENSG00000065029,749,765,802,797
ENSG00000065054,2352,2316,754,737
ENSG00000065057,176,144,1267,1264
ENSG00000065060,974,1210,1519,1510
ENSG00000065135,2027,2015,5965,5941
ENSG00000065150,7029,7177,11484,11463
ENSG00000065154,3424,3532,2830,2819
ENSG00000065183,588,557,2857,2868
ENSG00000065243,1255,1519,1389,1391
ENSG00000065268,832,855,2157,2155
ENSG00000065308,37,38,17,17
ENSG00000065320,133,161,11,11
ENSG00000065325,0,3,0,0
ENSG00000065328,73,74,3369,3346
ENSG00000065357,1717,1591,385,381
ENSG00000065361,75,67,11,11
ENSG00000065371,1,0,5,4
ENSG00000065413,196,195,2368,2355
ENSG00000065427,2513,2499,7804,7763
ENSG00000065457,254,263,843,833
ENSG00000065485,1788,1580,591,581
ENSG00000065491,579,602,641,638
ENSG00000065518,786,675,1996,1992
ENSG00000065526,3347,3404,4820,4786
ENSG00000065534,19889,19559,1021,1001
ENSG00000065548,1030,1177,3369,3355
ENSG00000065559,1113,1087,1387,1377
ENSG00000065600,186,163,1786,1779
ENSG00000065609,0,0,2364,2363
ENSG00000065613,2437,2691,1666,1669
ENSG00000065615,437,429,1560,1579
ENSG00000065618,6,7,4,4
ENSG00000065621,284,234,31,36
ENSG00000065665,347,346,1142,1133
ENSG00000065675,5,14,98,97
ENSG00000065717,13,23,37,38
ENSG00000065802,1486,1392,2710,2692
ENSG00000065809,1059,1087,4318,4313
ENSG00000065833,1402,1545,1075,1077
ENSG00000065882,2026,1845,1954,1945
ENSG00000065883,1928,1948,3295,3276
ENSG00000065911,1386,1327,1675,1642
ENSG00000065923,1966,1954,389,389
ENSG00000065970,1255,1301,602,593
ENSG00000065978,10971,10471,45753,45613
ENSG00000065989,1258,1365,121,121
ENSG00000066027,856,1111,672,669
ENSG00000066032,0,1,1343,1352
ENSG00000066044,2299,2290,4820,4804
ENSG00000066056,5,2,14,14
ENSG00000066084,2008,2012,2764,2742
ENSG00000066117,1871,1872,5128,5073
ENSG00000066135,0,0,0,0
ENSG00000066136,756,819,1372,1382
ENSG00000066185,6,10,3,5
ENSG00000066230,0,0,0,0
ENSG00000066248,5,4,23,23
ENSG00000066279,415,436,6847,6843
ENSG00000066294,0,0,0,0
ENSG00000066322,3099,3246,911,909
ENSG00000066336,2,2,0,0
ENSG00000066379,56,81,158,160
ENSG00000066382,0,0,326,324
ENSG00000066405,175,161,137,139
ENSG00000066422,588,629,1184,1184
ENSG00000066427,387,353,804,800
ENSG00000066455,2796,2773,1331,1332
ENSG00000066468,0,0,169,163
ENSG00000066557,150,128,722,715
ENSG00000066583,215,233,10762,10749
ENSG00000066629,1453,1478,2084,2059
ENSG00000066651,323,311,867,870
ENSG00000066654,0,0,0,0
ENSG00000066697,143,142,322,323
ENSG00000066735,178,209,4778,4743
ENSG00000066739,1849,2013,1915,1917
ENSG00000066777,1525,1763,1951,1944
ENSG00000066813,0,0,0,0
ENSG00000066827,382,382,338,337
ENSG00000066855,516,511,848,842
ENSG00000066923,48,37,28,35
ENSG00000066926,984,899,1223,1221
ENSG00000066933,1734,1805,879,860
ENSG00000067048,1778,2005,0,0
ENSG00000067057,1519,1509,5536,5516
ENSG00000067064,218,103,83,85
ENSG00000067066,2520,2811,144,145
ENSG00000067082,6082,5466,2329,2319
ENSG00000067113,1057,1093,277,262
ENSG00000067141,1757,1865,3529,3499
ENSG00000067167,6485,8921,2060,2054
ENSG00000067177,488,483,1230,1234
ENSG00000067182,5523,5784,297,295
ENSG00000067191,229,239,334,331
ENSG00000067208,880,871,634,631
ENSG00000067221,338,351,339,333
ENSG00000067225,53446,54155,43425,43263
ENSG00000067248,168,134,155,152
ENSG00000067334,643,751,2906,2902
ENSG00000067365,660,645,556,547
ENSG00000067369,3042,3270,4187,4170
ENSG00000067445,1074,1148,3463,3422
ENSG00000067533,496,516,1888,1873
ENSG00000067560,14125,13795,10608,10583
ENSG00000067596,2009,1898,3837,3822
ENSG00000067601,36,32,91,91
ENSG00000067606,83,79,953,973
ENSG00000067646,68,118,0,0
ENSG00000067704,2453,2452,7539,7520
ENSG00000067715,170,187,488,498
ENSG00000067798,2359,2468,121,119
ENSG00000067829,1038,1023,860,852
ENSG00000067836,15,13,160,174
ENSG00000067840,117,85,4819,4813
ENSG00000067842,37,45,898,899
ENSG00000067900,2486,2893,2444,2476
ENSG00000067955,764,742,3041,3046
ENSG00000067992,97,93,788,780
ENSG00000068001,715,658,1182,1157
ENSG00000068024,727,647,1124,1113
ENSG00000068028,1270,1192,949,944
ENSG00000068078,44,46,81,80
ENSG00000068079,428,561,24,23
ENSG00000068097,957,929,1775,1758
ENSG00000068120,1308,1459,2313,2295
ENSG00000068137,690,751,1145,1126
ENSG00000068305,1745,1821,1637,1621
ENSG00000068308,1883,1910,2335,2317
ENSG00000068323,4585,4555,1293,1293
ENSG00000068354,507,582,335,325
ENSG00000068366,1978,2292,1731,1738
ENSG00000068383,1262,1189,684,682
ENSG00000068394,599,562,908,895
ENSG00000068400,1083,1055,2201,2176
ENSG00000068438,986,992,1340,1343
ENSG00000068489,73,94,942,931
ENSG00000068615,0,1,321,319
ENSG00000068650,1213,1207,1321,1320
ENSG00000068654,2484,2494,3879,3869
ENSG00000068697,11876,13150,5962,5899
ENSG00000068724,838,857,248,240
ENSG00000068745,1651,1549,3316,3311
ENSG00000068781,70,80,135,137
ENSG00000068784,492,495,1296,1296
ENSG00000068796,0,0,0,0
ENSG00000068831,81,75,250,245
ENSG00000068878,2308,2490,3755,3748
ENSG00000068885,0,0,0,0
ENSG00000068903,1435,1552,755,745
ENSG00000068912,0,0,0,0
ENSG00000068971,967,996,980,975
ENSG00000068976,3,4,11,10
ENSG00000068985,0,0,0,0
ENSG00000069011,2529,2559,0,0
ENSG00000069018,0,0,10,10
ENSG00000069020,948,812,505,502
ENSG00000069122,0,0,0,0
ENSG00000069188,37,29,40,40
ENSG00000069206,0,0,0,0
ENSG00000069248,1188,1154,4315,4282
ENSG00000069275,6251,6445,33117,32836
ENSG00000069329,2476,2745,4545,4486
ENSG00000069345,1859,1721,2788,2779
ENSG00000069399,312,250,42,48
ENSG00000069424,485,496,531,517
ENSG00000069431,320,341,21,19
ENSG00000069482,24,21,1981,1981
ENSG00000069493,214,227,137,145
ENSG00000069509,166,167,624,626
ENSG00000069535,0,0,477,473
ENSG00000069667,59,74,108,108
ENSG00000069696,6,9,39,41
ENSG00000069702,2240,2404,0,0
ENSG00000069764,17,16,38,35
ENSG00000069812,12,10,0,0
ENSG00000069849,3419,3589,3182,3189
ENSG00000069869,2499,2670,795,795
ENSG00000069943,147,118,100,99
ENSG00000069956,591,573,823,825
ENSG00000069966,516,437,402,395
ENSG00000069974,355,300,327,326
ENSG00000069998,397,363,2754,2734
ENSG00000070010,981,1048,1652,1634
ENSG00000070018,121,110,148,151
ENSG00000070019,0,1,3,1
ENSG00000070031,1,0,0,1
ENSG00000070047,1597,1395,4192,4155
ENSG00000070061,1327,1262,3564,3560
ENSG00000070081,1569,2038,1007,1027
ENSG00000070087,417,350,1944,1901
ENSG00000070159,128,127,137,133
ENSG00000070182,4,4,235,229
ENSG00000070190,0,0,0,0
ENSG00000070193,0,3,0,0
ENSG00000070214,2115,2276,1857,1868
ENSG00000070269,304,398,281,285
ENSG00000070366,1827,1814,1418,1402
ENSG00000070367,1506,1829,4519,4513
ENSG00000070371,308,307,333,330
ENSG00000070388,12,8,27,30
ENSG00000070404,1202,1220,546,528
ENSG00000070413,2689,2571,2820,2817
ENSG00000070423,854,732,1420,1399
ENSG00000070444,1030,949,794,793
ENSG00000070476,1118,1155,1894,1874
ENSG00000070495,778,726,1796,1781
ENSG00000070501,138,190,1076,1067
ENSG00000070526,0,2,0,0
ENSG00000070540,0,0,0,0
ENSG00000070601,0,0,0,0
ENSG00000070610,1524,1440,4063,4026
ENSG00000070614,16368,15823,5675,5648
ENSG00000070669,0,0,0,0
ENSG00000070718,634,625,1219,1221
ENSG00000070729,0,0,1,1
ENSG00000070731,3,11,1,1
ENSG00000070748,0,0,250,244
ENSG00000070756,27320,28540,27418,27274
ENSG00000070759,0,0,0,0
ENSG00000070761,402,391,1547,1556
ENSG00000070770,766,838,1056,1067
ENSG00000070778,1044,979,692,676
ENSG00000070785,416,485,916,915
ENSG00000070808,17,17,0,0
ENSG00000070814,1462,1425,7897,7841
ENSG00000070831,4990,5861,5672,5656
ENSG00000070882,4630,4597,718,709
ENSG00000070886,0,0,239,245
ENSG00000070915,1,0,13,13
ENSG00000070950,495,532,1628,1619
ENSG00000070961,4543,4857,1407,1402
ENSG00000070985,1,0,11,11
ENSG00000071051,5,17,151,149
ENSG00000071054,11810,12084,11446,11375
ENSG00000071073,0,0,415,414
ENSG00000071082,4207,3570,17339,17305
ENSG00000071127,12816,12185,5687,5638
ENSG00000071189,918,1087,1209,1203
ENSG00000071203,0,0,0,0
ENSG00000071205,1124,1130,433,433
ENSG00000071242,3329,3215,3557,3521
ENSG00000071243,201,205,1122,1117
ENSG00000071246,261,236,684,672
ENSG00000071282,0,0,0,0
ENSG00000071462,965,828,2992,2962
ENSG00000071537,4935,5223,2833,2823
ENSG00000071539,131,131,2075,2108
ENSG00000071553,4602,4739,2367,2349
ENSG00000071564,2668,2880,9873,9727
ENSG00000071575,1101,1106,2080,2045
ENSG00000071626,3105,2864,6999,6912
ENSG00000071655,1359,1376,2602,2553
ENSG00000071677,0,0,0,0
ENSG00000071794,445,659,2035,2028
ENSG00000071859,1652,1587,1795,1783
ENSG00000071889,788,874,515,520
ENSG00000071894,3174,3143,4819,4798
ENSG00000071909,4,2,3,0
ENSG00000071967,19864,22214,265,263
ENSG00000071991,0,0,0,0
ENSG00000071994,811,895,3291,3290
ENSG00000072041,47,40,1985,1975
ENSG00000072042,599,633,683,681
ENSG00000072062,2031,2225,2293,2287
ENSG00000072071,50,28,215,202
ENSG00000072080,0,0,0,1
ENSG00000072110,23821,23272,5387,5368
ENSG00000072121,1688,1710,925,922
ENSG00000072133,133,155,1174,1178
ENSG00000072134,1015,1141,1321,1315
ENSG00000072135,733,783,654,655
ENSG00000072163,2758,2654,30,30
ENSG00000072182,0,2,536,544
ENSG00000072195,2731,2402,1513,1486
ENSG00000072201,0,0,0,0
ENSG00000072210,934,895,1811,1806
ENSG00000072274,4288,4488,7641,7621
ENSG00000072310,4754,4487,2770,2761
ENSG00000072315,3,1,2,1
ENSG00000072364,5704,6285,5051,5043
ENSG00000072401,272,263,1047,1037
ENSG00000072415,113,122,105,110
ENSG00000072422,1142,1143,1432,1418
ENSG00000072501,2273,2147,16097,16026
ENSG00000072506,636,568,3306,3283
ENSG00000072518,1150,1225,1896,1864
ENSG00000072571,34,38,1782,1767
ENSG00000072609,1082,946,1516,1498
ENSG00000072657,1460,1731,1,1
ENSG00000072682,4861,4942,525,507
ENSG00000072694,0,0,0,0
ENSG00000072736,535,507,1300,1288
ENSG00000072756,253,226,402,398
ENSG00000072778,3829,3684,4723,4672
ENSG00000072786,3277,3082,1054,1041
ENSG00000072803,2303,2519,3788,3769
ENSG00000072818,41,43,23,23
ENSG00000072832,4369,4391,14872,14801
ENSG00000072840,596,610,199,192
ENSG00000072849,813,775,1428,1410
ENSG00000072858,1,5,18,18
ENSG00000072864,501,419,1563,1566
ENSG00000072952,1028,974,80,77
ENSG00000072954,35,39,213,217
ENSG00000072958,1689,1693,4058,4015
ENSG00000073008,0,0,0,0
ENSG00000073050,410,419,742,741
ENSG00000073060,1842,1844,1386,1413
ENSG00000073067,12,19,12,13
ENSG00000073111,459,477,5785,5753
ENSG00000073146,533,456,14,14
ENSG00000073150,348,242,96,99
ENSG00000073169,830,842,1781,1801
ENSG00000073282,1,1,1,1
ENSG00000073331,531,566,90,90
ENSG00000073350,14,30,264,257
ENSG00000073417,1058,1049,818,805
ENSG00000073464,42,39,958,949
ENSG00000073536,317,305,971,961
ENSG00000073578,0,0,0,0
ENSG00000073584,101,149,130,129
ENSG00000073598,16,47,19,20
ENSG00000073605,270,240,136,138
ENSG00000073614,1881,2118,3694,3663
ENSG00000073670,28,25,371,367
ENSG00000073711,1460,1534,639,631
ENSG00000073712,258,237,189,188
ENSG00000073734,0,0,0,0
ENSG00000073737,0,0,0,0
ENSG00000073754,0,0,0,0
ENSG00000073756,5733,5439,3,3
ENSG00000073792,3902,3815,182,185
ENSG00000073803,271,267,861,851
ENSG00000073849,440,427,677,669
ENSG00000073861,0,0,5,4
ENSG00000073905,1,1,4,0
ENSG00000073910,2680,2792,975,960
ENSG00000073921,3906,4379,4065,4068
ENSG00000073969,1439,1540,1620,1648
ENSG00000074047,1504,1330,510,510
ENSG00000074054,2694,2540,4845,4828
ENSG00000074071,667,760,2076,2093
ENSG00000074181,2604,2950,2952,2927
ENSG00000074201,1490,1447,4720,4708
ENSG00000074211,3,3,313,309
ENSG00000074219,618,598,685,677
ENSG00000074266,222,213,1035,1033
ENSG00000074276,44,41,925,898
ENSG00000074317,0,0,70,71
ENSG00000074319,1572,1669,2648,2649
ENSG00000074356,1510,1391,3117,3101
ENSG00000074370,60,39,157,150
ENSG00000074410,37,50,151,148
ENSG00000074416,9067,8945,124,123
ENSG00000074527,5308,5860,34,36
ENSG00000074582,313,332,971,968
ENSG00000074590,2171,2284,391,389
ENSG00000074603,1289,1408,1636,1614
ENSG00000074621,692,670,349,346
ENSG00000074657,4324,4270,4552,4487
ENSG00000074660,22,22,15,15
ENSG00000074695,6483,6830,4420,4416
ENSG00000074696,2115,2201,5318,5289
ENSG00000074706,0,0,0,0
ENSG00000074755,2684,2504,1889,1886
ENSG00000074771,0,0,11,9
ENSG00000074800,15804,15703,46359,46108
ENSG00000074803,4,3,24,28
ENSG00000074842,2641,2629,1908,1904
ENSG00000074855,305,272,1723,1705
ENSG00000074935,484,523,746,743
ENSG00000074964,777,759,1107,1099
ENSG00000074966,24,35,6,6
ENSG00000075035,0,0,248,250
ENSG00000075043,0,0,6454,6386
ENSG00000075073,50,59,9,8
ENSG00000075089,0,2,5,11
ENSG00000075131,75,108,624,620
ENSG00000075142,646,739,2492,2469
ENSG00000075151,5887,6168,5957,5899
ENSG00000075188,291,312,620,621
ENSG00000075213,1376,1423,342,336
ENSG00000075218,255,242,3552,3548
ENSG00000075223,10107,10116,4815,4779
ENSG00000075234,730,660,1128,1118
ENSG00000075239,639,639,1350,1324
ENSG00000075240,426,366,2215,2183
ENSG00000075275,559,546,300,292
ENSG00000075290,13,11,17,17
ENSG00000075292,1584,2126,4687,4660
ENSG00000075303,232,267,1510,1510
ENSG00000075336,366,338,1257,1258
ENSG00000075340,0,0,3430,3413
ENSG00000075388,0,0,0,0
ENSG00000075391,2099,2114,1149,1136
ENSG00000075399,582,514,577,569
ENSG00000075407,0,0,0,0
ENSG00000075413,2368,2492,3841,3791
ENSG00000075415,11274,11031,10175,10122
ENSG00000075420,8220,8075,1118,1111
ENSG00000075426,3490,3471,419,416
ENSG00000075429,0,0,186,185
ENSG00000075461,14,9,13859,13830
ENSG00000075539,1220,1307,2173,2173
ENSG00000075568,3189,3496,1869,1862
ENSG00000075618,8080,8319,28070,27849
ENSG00000075624,101069,99042,94983,92231
ENSG00000075643,602,631,74,71
ENSG00000075651,633,585,76,75
ENSG00000075673,0,0,0,0
ENSG00000075702,173,145,1426,1405
ENSG00000075711,2482,2603,2781,2770
ENSG00000075785,7778,7793,7287,7241
ENSG00000075790,0,0,1,1
ENSG00000075826,412,329,185,187
ENSG00000075856,627,532,1843,1805
ENSG00000075884,0,1,5,5
ENSG00000075886,0,0,0,0
ENSG00000075891,0,0,2,2
ENSG00000075914,165,119,427,434
ENSG00000075945,494,619,1827,1846
ENSG00000075975,910,941,1276,1255
ENSG00000076003,1205,1210,6860,6806
ENSG00000076043,2251,2378,436,443
ENSG00000076053,2,3,0,0
ENSG00000076067,2944,2989,897,893
ENSG00000076108,4519,4706,4888,4833
ENSG00000076201,2327,2449,2415,2386
ENSG00000076242,891,1042,2331,2319
ENSG00000076248,709,635,2884,2871
ENSG00000076258,473,440,2,3
ENSG00000076321,878,918,1231,1223
ENSG00000076344,0,0,0,0
ENSG00000076351,49,43,67,74
ENSG00000076356,1350,1401,9827,9775
ENSG00000076382,0,0,0,0
ENSG00000076513,1584,1607,366,354
ENSG00000076554,0,2,10,11
ENSG00000076555,398,281,789,788
ENSG00000076604,1053,1029,2498,2524
ENSG00000076641,944,1002,300,295
ENSG00000076650,239,262,495,495
ENSG00000076662,1,2,0,0
ENSG00000076685,1281,1446,1444,1440
ENSG00000076706,163,148,91,92
ENSG00000076716,5,9,21,21
ENSG00000076770,37,72,78,75
ENSG00000076826,0,1,713,707
ENSG00000076864,22,23,924,921
ENSG00000076924,1141,1037,1995,1980
ENSG00000076928,2007,1904,3481,3439
ENSG00000076944,53,29,8,5
ENSG00000076984,1082,1057,1767,1707
ENSG00000077009,1,0,0,0
ENSG00000077044,812,693,2593,2579
ENSG00000077063,14,40,0,0
ENSG00000077080,0,0,1560,1530
ENSG00000077092,956,1022,270,274
ENSG00000077097,2666,3503,13925,13921
ENSG00000077147,2915,3480,8626,8570
ENSG00000077150,1090,1082,598,584
ENSG00000077152,123,126,2919,2908
ENSG00000077157,648,646,1113,1112
ENSG00000077232,3383,4147,4235,4238
ENSG00000077235,4926,4511,5358,5309
ENSG00000077238,1139,1042,96,88
ENSG00000077254,1211,1469,3707,3703
ENSG00000077264,8,12,2517,2524
ENSG00000077274,2,0,26,25
ENSG00000077279,0,0,5882,5856
ENSG00000077312,405,411,2020,2011
ENSG00000077327,229,269,144,135
ENSG00000077348,0,0,0,0
ENSG00000077380,3456,3423,5064,5035
ENSG00000077420,358,337,0,0
ENSG00000077454,247,272,133,139
