"User_ID sorted by SD","Ensembl_gene_id","symbol","C_1","C_2","S_1","S_2"
" ENSG00000015592","ENSG00000015592","  STMN4;STMN4",2,0,1044,1046
" ENSG00000144057","ENSG00000144057","  ST6GAL2;ST6GAL2",3,1,1148,1133
" ENSG00000203727","ENSG00000203727","  SAMD5;SAMD5",865,1039,0,0
" ENSG00000116852","ENSG00000116852","  KIF21B;KIF21B",3,8,1455,1440
" ENSG00000118596","ENSG00000118596","  SLC16A7;SLC16A7",943,953,0,0
" ENSG00000250979","ENSG00000250979","  ;",1,1,1045,1042
" ENSG00000084636","ENSG00000084636","  COL16A1;COL16A1",21660,21195,218,211
" ENSG00000248174","ENSG00000248174","  LINC02268;",0,0,943,946
" ENSG00000234224","ENSG00000234224","  TMEM229A;TMEM229A",0,0,955,932
" ENSG00000171303","ENSG00000171303","  KCNK3;KCNK3",1,7,1276,1261
" ENSG00000103175","ENSG00000103175","  WFDC1;WFDC1",1344,1544,6,5
" ENSG00000134531","ENSG00000134531","  EMP1;EMP1",11703,11325,112,114
" ENSG00000233098","ENSG00000233098","  CCDC144NL-AS1;",16,16,2423,2394
" ENSG00000198963","ENSG00000198963","  RORB;RORB",3,6,1323,1327
" ENSG00000258986","ENSG00000258986","  TMEM179;TMEM179",6,2,1271,1253
" ENSG00000135048","ENSG00000135048","  CEMIP2;TMEM2",2998,3160,24,23
" ENSG00000135048","ENSG00000135048","  CEMIP2;CEMIP2",2998,3160,24,23
" ENSG00000185652","ENSG00000185652","  NTF3;NTF3",966,846,0,0
" ENSG00000169174","ENSG00000169174","  PCSK9;PCSK9",1239,1291,4,4
" ENSG00000177181","ENSG00000177181","  RIMKLA;RIMKLA",0,1,945,939
" ENSG00000211772","ENSG00000211772","  TRBC2;",821,977,0,0
" ENSG00000152954","ENSG00000152954","  NRSN1;NRSN1",0,0,898,894
" ENSG00000172572","ENSG00000172572","  PDE3A;PDE3A",17,16,2373,2373
" ENSG00000188573","ENSG00000188573","  FBLL1;FBLL1",0,3,1008,1008
" ENSG00000114631","ENSG00000114631","  PODXL2;PODXL2",42,40,4560,4540
" ENSG00000263644","ENSG00000263644","  ;",0,0,876,888
" ENSG00000105737","ENSG00000105737","  GRIK5;GRIK5",9,24,2219,2194
" ENSG00000164199","ENSG00000164199","  ADGRV1;ADGRV1",0,1,924,919
" ENSG00000118946","ENSG00000118946","  PCDH17;PCDH17",2,0,957,939
" ENSG00000165449","ENSG00000165449","  SLC16A9;SLC16A9",0,0,866,864
" ENSG00000143061","ENSG00000143061","  IGSF3;IGSF3",58,48,5465,5450
" ENSG00000123342","ENSG00000123342","  MMP19;MMP19",998,1062,2,2
" ENSG00000170190","ENSG00000170190","  SLC16A5;SLC16A5",877,1005,1,1
" ENSG00000144868","ENSG00000144868","  TMEM108;TMEM108",0,0,848,849
" ENSG00000153132","ENSG00000153132","  CLGN;CLGN",5,8,1394,1391
" ENSG00000077943","ENSG00000077943","  ITGA8;ITGA8",2297,2300,17,17
" ENSG00000187260","ENSG00000187260","  WDR86;WDR86",21,14,2317,2299
" ENSG00000187260","ENSG00000187260","  WDR86;LOC349136",21,14,2317,2299
" ENSG00000154856","ENSG00000154856","  APCDD1;APCDD1",4020,3892,37,36
" ENSG00000129159","ENSG00000129159","  KCNC1;KCNC1",1,2,979,957
" ENSG00000185818","ENSG00000185818","  NAT8L;NAT8L",7,13,1672,1647
" ENSG00000136237","ENSG00000136237","  RAPGEF5;RAPGEF5",18,6,1743,1730
" ENSG00000213420","ENSG00000213420","  GPC2;GPC2",30,26,3187,3160
" ENSG00000154639","ENSG00000154639","  CXADR;CXADR",3,1,1000,984
" ENSG00000131409","ENSG00000131409","  LRRC4B;LRRC4B",20,15,2295,2272
" ENSG00000177614","ENSG00000177614","  PGBD5;PGBD5",5,7,1333,1320
" ENSG00000259663","ENSG00000259663","  ;",13,19,2139,2143
" ENSG00000120708","ENSG00000120708","  TGFBI;TGFBI",16290,16921,192,186
" ENSG00000155052","ENSG00000155052","  CNTNAP5;CNTNAP5",0,0,824,826
" ENSG00000206195","ENSG00000206195","  DUXAP8;",0,1,859,869
" ENSG00000133878","ENSG00000133878","  DUSP26;DUSP26",0,0,821,817
" ENSG00000165246","ENSG00000165246","  NLGN4Y;NLGN4Y",753,886,0,0
" ENSG00000261115","ENSG00000261115","  TMEM178B;TMEM178B",15,13,1978,1971
" ENSG00000136048","ENSG00000136048","  DRAM1;DRAM1",13639,13210,153,152
" ENSG00000136048","ENSG00000136048","  DRAM1;FLJ11259",13639,13210,153,152
" ENSG00000144278","ENSG00000144278","  GALNT13;GALNT13",0,0,816,813
" ENSG00000176884","ENSG00000176884","  GRIN1;GRIN1",5,1,1037,1047
" ENSG00000112541","ENSG00000112541","  PDE10A;PDE10A",2,2,972,972
" ENSG00000164362","ENSG00000164362","  TERT;TERT",0,0,812,796
" ENSG00000124194","ENSG00000124194","  GDAP1L1;GDAP1L1",1,1,890,880
" ENSG00000183486","ENSG00000183486","  MX2;MX2",615,1018,0,0
" ENSG00000204442","ENSG00000204442","  FAM155A;FAM155A",21,21,2524,2494
" ENSG00000198796","ENSG00000198796","  ALPK2;ALPK2",10063,9311,109,110
" ENSG00000117971","ENSG00000117971","  CHRNB4;CHRNB4",0,0,803,798
" ENSG00000186487","ENSG00000186487","  MYT1L;MYT1L",31,22,2900,2896
" ENSG00000125207","ENSG00000125207","  PIWIL1;PIWIL1",0,0,789,789
" ENSG00000104415","ENSG00000104415","  CCN4;CCN4",774,802,0,0
" ENSG00000104415","ENSG00000104415","  CCN4;WISP1",774,802,0,0
" ENSG00000104435","ENSG00000104435","  STMN2;STMN2",371,434,32886,32621
" ENSG00000133134","ENSG00000133134","  BEX2;BEX2",3,2,977,983
" ENSG00000164484","ENSG00000164484","  TMEM200A;TMEM200A",766,795,0,0
" ENSG00000144619","ENSG00000144619","  CNTN4;CNTN4",0,0,774,775
" ENSG00000100077","ENSG00000100077","  GRK3;ADRBK2",100,87,8101,8060
" ENSG00000100077","ENSG00000100077","  GRK3;GRK3",100,87,8101,8060
" ENSG00000144668","ENSG00000144668","  ITGA9;ITGA9",0,0,775,769
" ENSG00000101210","ENSG00000101210","  EEF1A2;EEF1A2",144,120,11054,10969
" ENSG00000131002","ENSG00000131002","  TXLNGY;",696,847,0,0
" ENSG00000102935","ENSG00000102935","  ZNF423;ZNF423",47,50,4569,4507
" ENSG00000157227","ENSG00000157227","  MMP14;MMP14",28167,29290,364,355
" ENSG00000197594","ENSG00000197594","  ENPP1;ENPP1",789,887,1,1
" ENSG00000108176","ENSG00000108176","  DNAJC12;DNAJC12",4,5,1103,1104
" ENSG00000108176","ENSG00000108176","  DNAJC12;JDP1",4,5,1103,1104
" ENSG00000071967","ENSG00000071967","  CYBRD1;CYBRD1",19864,22214,265,263
" ENSG00000166206","ENSG00000166206","  GABRB3;GABRB3",33,37,3405,3406
" ENSG00000173898","ENSG00000173898","  SPTBN2;SPTBN2",90,78,7114,7092
" ENSG00000179331","ENSG00000179331","  RAB39A;RAB39A",0,0,752,738
" ENSG00000168772","ENSG00000168772","  CXXC4;CXXC4",0,0,747,741
" ENSG00000277363","ENSG00000277363","  SRCIN1;SRCIN1",2,2,900,889
" ENSG00000042493","ENSG00000042493","  CAPG;HEL-S-66",1507,1484,10,10
" ENSG00000042493","ENSG00000042493","  CAPG;CAPG",1507,1484,10,10
" ENSG00000196460","ENSG00000196460","  RFX8;RFX8",835,725,0,1
" ENSG00000109846","ENSG00000109846","  CRYAB;HEL-S-101",1012,1069,4,4
" ENSG00000109846","ENSG00000109846","  CRYAB;CRYAB",1012,1069,4,4
" ENSG00000133106","ENSG00000133106","  EPSTI1;EPSTI1",669,811,0,0
" ENSG00000244306","ENSG00000244306","  ;",0,0,750,720
" ENSG00000258913","ENSG00000258913","  LINC02691;",1,0,771,762
" ENSG00000112559","ENSG00000112559","  MDFI;MDFI",3,2,908,911
" ENSG00000102109","ENSG00000102109","  PCSK1N;PCSK1N",7,11,1376,1374
" ENSG00000137285","ENSG00000137285","  TUBB2B;TUBB2B",156,175,12751,12744
" ENSG00000221852","ENSG00000221852","  KRTAP1-5;KRTAP1-5",682,754,0,0
" ENSG00000181790","ENSG00000181790","  ADGRB1;ADGRB1",7,0,925,908
" ENSG00000163638","ENSG00000163638","  ADAMTS9;ADAMTS9",195,225,15901,15737
" ENSG00000166405","ENSG00000166405","  RIC3;RIC3",0,1,749,741
" ENSG00000144115","ENSG00000144115","  THNSL2;THNSL2",692,726,0,0
" ENSG00000146373","ENSG00000146373","  RNF217;RNF217",808,968,3,2
" ENSG00000122591","ENSG00000122591","  FAM126A;FAM126A",2488,2465,26,24
" ENSG00000175175","ENSG00000175175","  PPM1E;PPM1E",14,8,1461,1449
" ENSG00000008735","ENSG00000008735","  MAPK8IP2;MAPK8IP2",44,40,3688,3643
" ENSG00000228956","ENSG00000228956","  SATB1-AS1;",0,0,707,688
" ENSG00000108821","ENSG00000108821","  COL1A1;COL1A1",587156,623355,8608,8514
" ENSG00000092068","ENSG00000092068","  SLC7A8;SLC7A8",727,665,0,0
" ENSG00000132437","ENSG00000132437","  DDC;DDC",0,0,679,708
" ENSG00000163453","ENSG00000163453","  IGFBP7;IGFBP7",8365,7480,96,110
" ENSG00000155961","ENSG00000155961","  RAB39B;RAB39B",2,3,862,874
" ENSG00000166825","ENSG00000166825","  ANPEP;ANPEP",23582,25327,344,334
" ENSG00000099617","ENSG00000099617","  EFNA2;EFNA2",0,7,904,872
" ENSG00000143369","ENSG00000143369","  ECM1;ECM1",7184,8221,103,98
" ENSG00000133110","ENSG00000133110","  POSTN;POSTN",578,806,0,0
" ENSG00000111962","ENSG00000111962","  UST;UST",692,681,0,0
" ENSG00000167005","ENSG00000167005","  NUDT21;NUDT21",34,30,2925,2894
" ENSG00000164061","ENSG00000164061","  BSN;BSN",20,12,1771,1766
" ENSG00000170624","ENSG00000170624","  SGCD;SGCD",3977,4264,48,51
" ENSG00000242593","ENSG00000242593","  ;",0,1,708,718
" ENSG00000179915","ENSG00000179915","  NRXN1;NRXN1",0,0,678,681
" ENSG00000076826","ENSG00000076826","  CAMSAP3;CAMSAP3",0,1,713,707
" ENSG00000102003","ENSG00000102003","  SYP;SYP",23,15,1932,1959
" ENSG00000272168","ENSG00000272168","  CASC15;",14,15,1666,1658
" ENSG00000005108","ENSG00000005108","  THSD7A;THSD7A",7,2,954,957
" ENSG00000072163","ENSG00000072163","  LIMS2;LIMS2",2758,2654,30,30
" ENSG00000185847","ENSG00000185847","  LINC01405;",0,0,677,655
" ENSG00000196277","ENSG00000196277","  GRM7;GRM7",0,0,656,675
" ENSG00000074416","ENSG00000074416","  MGLL;MGLL",9067,8945,124,123
" ENSG00000147862","ENSG00000147862","  NFIB;NFIB",64,52,4529,4511
" ENSG00000182272","ENSG00000182272","  B4GALNT4;B4GALNT4",78,95,6417,6397
" ENSG00000140945","ENSG00000140945","  CDH13;CDH13",6263,6258,87,81
" ENSG00000109854","ENSG00000109854","  HTATIP2;HTATIP2",712,600,0,0
" ENSG00000166750","ENSG00000166750","  SLFN5;SLFN5",5933,5761,75,82
" ENSG00000104518","ENSG00000104518","  GSDMD;GSDMD",1055,976,5,6
" ENSG00000131979","ENSG00000131979","  GCH1;GCH1",11,19,1611,1615
" ENSG00000100285","ENSG00000100285","  NEFH;",31,31,2729,2668
" ENSG00000132530","ENSG00000132530","  XAF1;XAF1",620,681,0,0
" ENSG00000204516","ENSG00000204516","  MICB;MICB",1173,1044,6,8
" ENSG00000143387","ENSG00000143387","  CTSK;CTSK",17286,17384,254,255
" ENSG00000187772","ENSG00000187772","  LIN28B;LIN28B",0,0,648,642
" ENSG00000204065","ENSG00000204065","  TCEAL5;TCEAL5",0,0,642,648
" ENSG00000159753","ENSG00000159753","  CARMIL2;CARMIL2",2,2,783,768
" ENSG00000184613","ENSG00000184613","  NELL2;NELL2",1,3,770,768
" ENSG00000186648","ENSG00000186648","  CARMIL3;CARMIL3",4,2,844,825
" ENSG00000087495","ENSG00000087495","  PHACTR3;PHACTR3",4,2,834,829
" ENSG00000167619","ENSG00000167619","  TMEM145;TMEM145",2,0,698,695
" ENSG00000117226","ENSG00000117226","  GBP3;GBP3",2030,2349,24,24
" ENSG00000174059","ENSG00000174059","  CD34;CD34",1194,1305,10,9
" ENSG00000171714","ENSG00000171714","  ANO5;ANO5",0,0,638,633
" ENSG00000159307","ENSG00000159307","  SCUBE1;SCUBE1",0,0,636,633
" ENSG00000168675","ENSG00000168675","  LDLRAD4;LDLRAD4",0,0,631,631
" ENSG00000165025","ENSG00000165025","  SYK;SYK",0,0,633,629
" ENSG00000131737","ENSG00000131737","  KRT34;KRT34",647,613,0,0
" ENSG00000183248","ENSG00000183248","  PRR36;PRR36",4,6,962,931
" ENSG00000185650","ENSG00000185650","  ZFP36L1;ZFP36L1",7657,8640,120,115
" ENSG00000233913","ENSG00000233913","  RPL10P9;",725,837,1,4
" ENSG00000174521","ENSG00000174521","  TTC9B;TTC9B",3,7,932,927
" ENSG00000171246","ENSG00000171246","  NPTX1;NPTX1",633,740,1,1
" ENSG00000139438","ENSG00000139438","  FAM222A;C12orf34",6,7,1027,1032
" ENSG00000139438","ENSG00000139438","  FAM222A;FAM222A",6,7,1027,1032
" ENSG00000181982","ENSG00000181982","  CCDC149;CCDC149",979,892,5,5
" ENSG00000134709","ENSG00000134709","  HOOK1;HOOK1",1,1,680,681
" ENSG00000107518","ENSG00000107518","  ATRNL1;ATRNL1",2,2,744,736
" ENSG00000105989","ENSG00000105989","  WNT2;WNT2",586,643,0,0
" ENSG00000104290","ENSG00000104290","  FZD3;FZD3",15,14,1505,1499
" ENSG00000130226","ENSG00000130226","  DPP6;DPP6",0,0,610,604
" ENSG00000069482","ENSG00000069482","  GAL;GAL",24,21,1981,1981
" ENSG00000059804","ENSG00000059804","  SLC2A3;SLC2A3",2021,1767,21,21
" ENSG00000184564","ENSG00000184564","  SLITRK6;SLITRK6",3,7,894,901
" ENSG00000130720","ENSG00000130720","  FIBCD1;FIBCD1",634,738,3,0
" ENSG00000154118","ENSG00000154118","  JPH3;JPH3",13,10,1302,1297
" ENSG00000255571","ENSG00000255571","  MIR9-3HG;",0,0,602,598
" ENSG00000087303","ENSG00000087303","  NID2;NID2",8462,8870,135,130
" ENSG00000186472","ENSG00000186472","  PCLO;PCLO",20,5,1241,1241
" ENSG00000161082","ENSG00000161082","  CELF5;CELF5",7,7,1029,1011
" ENSG00000107105","ENSG00000107105","  ELAVL2;ELAVL2",1,2,685,685
" ENSG00000108309","ENSG00000108309","  RUNDC3A;RUNDC3A",4,7,929,909
" ENSG00000117525","ENSG00000117525","  F3;F3",4972,4659,70,70
" ENSG00000137752","ENSG00000137752","  CASP1;CASP1",581,597,0,0
" ENSG00000090339","ENSG00000090339","  ICAM1;ICAM1",1216,1147,11,9
" ENSG00000130176","ENSG00000130176","  CNN1;HEL-S-14",1759,1619,18,19
" ENSG00000130176","ENSG00000130176","  CNN1;CNN1",1759,1619,18,19
" ENSG00000176887","ENSG00000176887","  SOX11;SOX11",67,59,4388,4268
" ENSG00000162576","ENSG00000162576","  MXRA8;MXRA8",17559,18495,296,290
" ENSG00000184304","ENSG00000184304","  PRKD1;PRKD1",822,867,5,4
" ENSG00000173546","ENSG00000173546","  CSPG4;CSPG4",5048,5038,76,76
" ENSG00000165973","ENSG00000165973","  NELL1;NELL1",0,0,575,578
" ENSG00000140807","ENSG00000140807","  NKD1;NKD1",0,0,585,568
" ENSG00000110719","ENSG00000110719","  TCIRG1;TCIRG1",2813,2778,41,35
" ENSG00000168016","ENSG00000168016","  TRANK1;TRANK1",2137,1940,24,26
" ENSG00000248789","ENSG00000248789","  LINC02118;",0,0,576,569
" ENSG00000137968","ENSG00000137968","  SLC44A5;SLC44A5",4,10,948,961
" ENSG00000145248","ENSG00000145248","  SLC10A4;SLC10A4",6,5,893,883
" ENSG00000229407","ENSG00000229407","  ;",0,0,568,571
" ENSG00000230461","ENSG00000230461","  PROX1-AS1;",0,1,593,594
" ENSG00000175093","ENSG00000175093","  SPSB4;SPSB4",0,0,559,565
" ENSG00000181690","ENSG00000181690","  PLAG1;PLAG1",575,659,1,1
" ENSG00000150627","ENSG00000150627","  WDR17;WDR17",4,3,761,754
" ENSG00000159674","ENSG00000159674","  SPON2;SPON2",6098,6108,100,96
" ENSG00000166394","ENSG00000166394","  CYB5R2;CYB5R2",988,1027,8,8
" ENSG00000121005","ENSG00000121005","  CRISPLD1;CRISPLD1",10,7,1034,1022
" ENSG00000197467","ENSG00000197467","  COL13A1;COL13A1",846,933,6,6
" ENSG00000137203","ENSG00000137203","  TFAP2A;TFAP2A",780,940,5,6
" ENSG00000167037","ENSG00000167037","  SGSM1;SGSM1",0,0,557,543
" ENSG00000221963","ENSG00000221963","  APOL6;ApoL6",1305,1472,15,15
" ENSG00000221963","ENSG00000221963","  APOL6;APOL6",1305,1472,15,15
" ENSG00000142408","ENSG00000142408","  CACNG8;CACNG8",6,2,760,756
" ENSG00000099725","ENSG00000099725","  PRKY;PRKY",579,515,0,0
" ENSG00000206190","ENSG00000206190","  ATP10A;ATP10A",832,930,6,6
" ENSG00000151012","ENSG00000151012","  SLC7A11;SLC7A11",2084,2081,28,28
" ENSG00000149294","ENSG00000149294","  NCAM1;NCAM1",129,139,7964,7849
" ENSG00000092929","ENSG00000092929","  UNC13D;UNC13D",27,21,1849,1841
" ENSG00000134343","ENSG00000134343","  ANO3;ANO3",1066,1042,9,10
" ENSG00000026508","ENSG00000026508","  CD44;CD44",24846,26623,467,458
" ENSG00000078900","ENSG00000078900","  TP73;TP73",1,0,570,551
" ENSG00000166446","ENSG00000166446","  CDYL2;CDYL2",674,714,3,3
" ENSG00000175161","ENSG00000175161","  CADM2;CADM2",0,3,603,602
" ENSG00000175894","ENSG00000175894","  TSPEAR;TSPEAR",2,1,617,601
" ENSG00000003137","ENSG00000003137","  CYP26B1;CYP26B1",592,683,2,2
" ENSG00000167779","ENSG00000167779","  IGFBP6;IGFBP6",10284,10546,185,183
" ENSG00000172020","ENSG00000172020","  GAP43;GAP43",17,32,1804,1747
" ENSG00000167617","ENSG00000167617","  CDC42EP5;CDC42EP5",1237,1361,15,14
" ENSG00000143228","ENSG00000143228","  NUF2;NUF2",58,71,3955,3925
" ENSG00000136235","ENSG00000136235","  GPNMB;GPNMB",14612,16330,283,279
" ENSG00000234423","ENSG00000234423","  LINC01250;",3,12,873,862
" ENSG00000115414","ENSG00000115414","  FN1;FN1",591524,607769,11393,11336
" ENSG00000010704","ENSG00000010704","  HFE;HFE",672,574,2,2
" ENSG00000128011","ENSG00000128011","  LRFN1;LRFN1",1,2,593,589
" ENSG00000084710","ENSG00000084710","  EFR3B;EFR3B",35,32,2289,2240
" ENSG00000142156","ENSG00000142156","  COL6A1;COL6A1",162611,167614,3158,3148
" ENSG00000006210","ENSG00000006210","  CX3CL1;CX3CL1",3,1,612,614
" ENSG00000167414","ENSG00000167414","  GNG8;GNG8",2,2,616,615
" ENSG00000183878","ENSG00000183878","  UTY;UTY",519,497,0,0
" ENSG00000288035","ENSG00000288035","  ;",3,1,594,602
" ENSG00000117069","ENSG00000117069","  ST6GALNAC5;ST6GALNAC5",12,21,1307,1307
" ENSG00000228709","ENSG00000228709","  LINC02575;",0,4,594,572
" ENSG00000072182","ENSG00000072182","  ASIC4;ASIC4",0,2,536,544
" ENSG00000138119","ENSG00000138119","  MYOF;MYOF",28029,27551,545,542
" ENSG00000177679","ENSG00000177679","  SRRM3;SRRM3",42,31,2307,2283
" ENSG00000117152","ENSG00000117152","  RGS4;RGS4",528,526,26878,26821
" ENSG00000163449","ENSG00000163449","  TMEM169;LOC92691",8,6,835,840
" ENSG00000163449","ENSG00000163449","  TMEM169;TMEM169",8,6,835,840
" ENSG00000164118","ENSG00000164118","  CEP44;CEP44",151,148,7972,7932
" ENSG00000149926","ENSG00000149926","  TLCD3B;TLCD3B",1,3,611,561
" ENSG00000149926","ENSG00000149926","  TLCD3B;FAM57B",1,3,611,561
" ENSG00000189299","ENSG00000189299","  FOXR2;FOXR2",0,0,488,490
" ENSG00000056291","ENSG00000056291","  NPFFR2;NPFFR2",0,0,491,486
" ENSG00000139304","ENSG00000139304","  PTPRQ;PTPRQ",530,543,1,1
" ENSG00000157613","ENSG00000157613","  CREB3L1;CREB3L1",7486,8037,146,147
" ENSG00000169871","ENSG00000169871","  TRIM56;TRIM56",2480,2441,39,41
" ENSG00000173156","ENSG00000173156","  RHOD;RHOD",477,487,0,0
" ENSG00000164176","ENSG00000164176","  EDIL3;EDIL3",28,15,1487,1488
" ENSG00000174371","ENSG00000174371","  EXO1;EXO1",57,99,4099,4121
" ENSG00000016402","ENSG00000016402","  IL20RA;IL20RA",2,2,577,576
" ENSG00000198542","ENSG00000198542","  ITGBL1;ITGBL1",1383,1281,18,17
" ENSG00000277200","ENSG00000277200","  ;",0,0,479,476
" ENSG00000097096","ENSG00000097096","  SYDE2;SYDE2",473,482,0,0
" ENSG00000249896","ENSG00000249896","  LINC02495;",0,0,477,475
" ENSG00000069535","ENSG00000069535","  MAOB;MAOB",0,0,477,473
" ENSG00000141837","ENSG00000141837","  CACNA1A;CACNA1A",485,465,0,0
" ENSG00000107719","ENSG00000107719","  PALD1;PALD1",3,3,623,613
" ENSG00000107719","ENSG00000107719","  PALD1;KIAA1274",3,3,623,613
" ENSG00000198930","ENSG00000198930","  CSAG1;CSAG1",0,0,476,470
" ENSG00000104324","ENSG00000104324","  CPQ;CPQ",2670,2553,42,47
" ENSG00000104324","ENSG00000104324","  CPQ;PGCP",2670,2553,42,47
" ENSG00000261678","ENSG00000261678","  SCRT1;",0,0,481,462
" ENSG00000130287","ENSG00000130287","  NCAN;NCAN",5,0,575,570
" ENSG00000130287","ENSG00000130287","  NCAN;CSPG3",5,0,575,570
" ENSG00000181481","ENSG00000181481","  RNF135;RNF135",458,482,0,0
" ENSG00000152953","ENSG00000152953","  STK32B;STK32B",977,1004,9,13
" ENSG00000185736","ENSG00000185736","  ADARB2;ADARB2",21,8,1119,1082
" ENSG00000168830","ENSG00000168830","  HTR1E;HTR1E",0,0,469,468
" ENSG00000147256","ENSG00000147256","  ARHGAP36;ARHGAP36",0,0,469,464
" ENSG00000187210","ENSG00000187210","  GCNT1;GCNT1",483,450,0,0
" ENSG00000277531","ENSG00000277531","  PNMA8C;PNMA8C",0,0,460,470
" ENSG00000095370","ENSG00000095370","  SH2D3C;SH2D3C",1,2,541,528
" ENSG00000152661","ENSG00000152661","  GJA1;GJA1",18873,20428,408,405
" ENSG00000164109","ENSG00000164109","  MAD2L1;MAD2L1",104,108,5442,5422
" ENSG00000090932","ENSG00000090932","  DLL3;DLL3",1,8,643,631
" ENSG00000184905","ENSG00000184905","  TCEAL2;TCEAL2",0,0,462,451
" ENSG00000116329","ENSG00000116329","  OPRD1;OPRD1",0,5,554,553
" ENSG00000154548","ENSG00000154548","  SRSF12;SRSF12",7,11,869,862
" ENSG00000100678","ENSG00000100678","  SLC8A3;SLC8A3",25,27,1668,1649
" ENSG00000139146","ENSG00000139146","  SINHCAF;SINHCAF",106,195,7006,6972
" ENSG00000181649","ENSG00000181649","  PHLDA2;PHLDA2",1497,1448,22,22
" ENSG00000165548","ENSG00000165548","  TMEM63C;TMEM63C",0,0,458,448
" ENSG00000141668","ENSG00000141668","  CBLN2;CBLN2",6,3,661,650
" ENSG00000134013","ENSG00000134013","  LOXL2;LOXL2",34873,34755,747,739
" ENSG00000141401","ENSG00000141401","  IMPA2;IMPA2",541,547,2,2
" ENSG00000066583","ENSG00000066583","  ISOC1;ISOC1",215,233,10762,10749
" ENSG00000101180","ENSG00000101180","  HRH3;HRH3",0,0,449,445
" ENSG00000151640","ENSG00000151640","  DPYSL4;DPYSL4",87,114,4979,4957
" ENSG00000156687","ENSG00000156687","  UNC5D;UNC5D",0,0,442,443
" ENSG00000143333","ENSG00000143333","  RGS16;RGS16",11,17,1067,1052
" ENSG00000255042","ENSG00000255042","  ;",0,0,441,441
" ENSG00000013588","ENSG00000013588","  GPRC5A;GPRC5A",2488,2393,47,42
" ENSG00000052850","ENSG00000052850","  ALX4;ALX4",1330,1262,19,19
" ENSG00000182134","ENSG00000182134","  TDRKH;TDRKH",31,19,1526,1517
" ENSG00000152952","ENSG00000152952","  PLOD2;PLOD2",420,455,0,0
" ENSG00000169242","ENSG00000169242","  EFNA1;EFNA1",4,0,518,511
" ENSG00000109255","ENSG00000109255","  NMU;NMU",0,0,438,435
" ENSG00000115594","ENSG00000115594","  IL1R1;IL1R1",706,829,7,8
" ENSG00000131398","ENSG00000131398","  KCNC3;KCNC3",4,2,569,558
" ENSG00000101489","ENSG00000101489","  CELF4;CELF4",0,0,438,426
" ENSG00000067840","ENSG00000067840","  PDZD4;PDZD4",117,85,4819,4813
" ENSG00000269416","ENSG00000269416","  LINC01224;",7,9,785,779
" ENSG00000158106","ENSG00000158106","  RHPN1;RHPN1",7,8,756,760
" ENSG00000092607","ENSG00000092607","  TBX15;TBX15",539,495,2,2
" ENSG00000228630","ENSG00000228630","  HOTAIR;",449,406,0,0
" ENSG00000118160","ENSG00000118160","  SLC8A2;SLC8A2",1,2,495,489
" ENSG00000162728","ENSG00000162728","  KCNJ9;KCNJ9",0,0,428,426
" ENSG00000142173","ENSG00000142173","  COL6A2;COL6A2",160227,156360,3638,3625
" ENSG00000225465","ENSG00000225465","  RFPL1S;",0,0,434,413
" ENSG00000156564","ENSG00000156564","  LRFN2;LRFN2",0,0,425,421
" ENSG00000135919","ENSG00000135919","  SERPINE2;SERPINE2",17914,19604,424,423
" ENSG00000228971","ENSG00000228971","  LINC02607;",1,0,443,444
" ENSG00000104899","ENSG00000104899","  AMH;AMH",17,22,1261,1252
" ENSG00000185761","ENSG00000185761","  ADAMTSL5;ADAMTSL5",896,939,11,12
" ENSG00000184486","ENSG00000184486","  POU3F2;POU3F2",0,3,476,477
" ENSG00000100599","ENSG00000100599","  RIN3;RIN3",1161,1166,16,19
" ENSG00000157087","ENSG00000157087","  ATP2B2;ATP2B2",0,0,417,416
" ENSG00000115339","ENSG00000115339","  GALNT3;GALNT3",426,407,0,0
" ENSG00000144820","ENSG00000144820","  ADGRG7;ADGRG7",512,483,3,1
" ENSG00000071073","ENSG00000071073","  MGAT4A;MGAT4A",0,0,415,414
" ENSG00000165521","ENSG00000165521","  EML5;EML5",94,138,5224,5188
" ENSG00000120251","ENSG00000120251","  GRIA2;GRIA2",2,1,473,480
" ENSG00000024526","ENSG00000024526","  DEPDC1;DEPDC1",25,29,1551,1553
" ENSG00000260802","ENSG00000260802","  SERTM2;",0,0,413,412
