GENE PRODUCT DB,GENE PRODUCT ID,SYMBOL,QUALIFIER,GO TERM,SLIMMED FROM,GO NAME,ECO ID,GO EVIDENCE CODE,REFERENCE,WITH/FROM,TAXON ID,ASSIGNED BY,ANNOTATION EXTENSION,GO ASPECT
UniProtKB,K7EPM3,ABCA5,involved_in,GO:0030301,GO:0030301,cholesterol transport,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR030367,9606,InterPro,,P
UniProtKB,K7ERI9,APOC1,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000265,IEA,GO_REF:0000107,UniProtKB:P34928|ensembl:ENSMUSP00000104091,9606,Ensembl,,P
UniProtKB,M0QXB1,LIPE,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR010468,9606,InterPro,,P
UniProtKB,M0QXM5,LIPE,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR010468,9606,InterPro,,P
UniProtKB,M0QYP8,LIPE,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR010468,9606,InterPro,,P
UniProtKB,M0R2G1,LIPE,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR010468,9606,InterPro,,P
UniProtKB,O00204,SULT2B1,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000315,IMP,PMID:28575648,,9606,UniProt,,P
UniProtKB,O00204,SULT2B1,enables,GO:0015485,GO:0015485,cholesterol binding,ECO:0000314,IDA,PMID:12923182,,9606,CAFA,,F
UniProtKB,O00482,NR5A2,involved_in,GO:0042632,GO:0042632,cholesterol homeostasis,ECO:0000265,IEA,GO_REF:0000107,UniProtKB:P45448|ensembl:ENSMUSP00000027649,9606,Ensembl,,P
UniProtKB,O14791,APOL1,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0153,9606,UniProt,,P
UniProtKB,O15496,PLA2G10,involved_in,GO:0042632,GO:0042632,cholesterol homeostasis,ECO:0000250,ISS,PMID:20844270,UniProtKB:Q9QXX3,9606,BHF-UCL,,P
UniProtKB,O15503,INSIG1,involved_in,GO:0006695,GO:0006695,cholesterol biosynthetic process,ECO:0000318,IBA,PMID:21873635,MGI:MGI:1916289|MGI:MGI:1920249|PANTHER:PTN001033847|UniProtKB:O15503|UniProtKB:Q9Y5U4,9606,GO_Central,,P
UniProtKB,O15503,INSIG1,involved_in,GO:0006695,GO:0006695,cholesterol biosynthetic process,ECO:0000314,IDA,PMID:32322062,,9606,UniProt,,P
UniProtKB,O15503,INSIG1,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR009904,9606,InterPro,,P
UniProtKB,O15503,INSIG1,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0153,9606,UniProt,,P
UniProtKB,O15503,INSIG1,involved_in,GO:0006695,GO:0006695,cholesterol biosynthetic process,ECO:0000265,IEA,GO_REF:0000107,UniProtKB:Q8BGI3|ensembl:ENSMUSP00000061877,9606,Ensembl,,P
UniProtKB,O15503,INSIG1,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000265,IEA,GO_REF:0000107,UniProtKB:Q8BGI3|ensembl:ENSMUSP00000061877,9606,Ensembl,,P
UniProtKB,O15503,INSIG1,involved_in,GO:0042632,GO:0042632,cholesterol homeostasis,ECO:0000314,IDA,PMID:12202038,,9606,UniProt,,P
UniProtKB,O43462,MBTPS2,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0153,9606,UniProt,,P
UniProtKB,O43462,MBTPS2,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000304,TAS,PMID:9659902,,9606,PINC,,P
UniProtKB,O43490,PROM1,enables,GO:0015485,GO:0015485,cholesterol binding,ECO:0000318,IBA,PMID:21873635,PANTHER:PTN000506589|RGD:621435,9606,GO_Central,,F
UniProtKB,O43576,white,involved_in,GO:0030301,GO:0032367,intracellular cholesterol transport,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR020064,9606,InterPro,,P
UniProtKB,O43581,SYT7,involved_in,GO:0030301,GO:0090119,vesicle-mediated cholesterol transport,ECO:0000250,ISS,GO_REF:0000024,UniProtKB:Q9R0N7,9606,UniProt,,P
UniProtKB,O60494,CUBN,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0153,9606,UniProt,,P
UniProtKB,O75197,LRP5,involved_in,GO:0042632,GO:0042632,cholesterol homeostasis,ECO:0000318,IBA,PMID:21873635,PANTHER:PTN000056265|UniProtKB:O75197,9606,GO_Central,,P
UniProtKB,O75197,LRP5,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000265,IEA,GO_REF:0000107,UniProtKB:Q91VN0|ensembl:ENSMUSP00000025856,9606,Ensembl,,P
UniProtKB,O75197,LRP5,involved_in,GO:0042632,GO:0042632,cholesterol homeostasis,ECO:0000315,IMP,PMID:18721193,,9606,BHF-UCL,,P
UniProtKB,O75197,LRP5,involved_in,GO:0042632,GO:0042632,cholesterol homeostasis,ECO:0000315,IMP,PMID:20146170,,9606,BHF-UCL,,P
UniProtKB,O75351,VPS4B,involved_in,GO:0030301,GO:0030301,cholesterol transport,ECO:0000265,IEA,GO_REF:0000107,UniProtKB:P46467|ensembl:ENSMUSP00000092230,9606,Ensembl,,P
UniProtKB,O75477,ERLIN1,enables,GO:0015485,GO:0015485,cholesterol binding,ECO:0000318,IBA,PMID:21873635,PANTHER:PTN000794169|UniProtKB:O75477,9606,GO_Central,,F
UniProtKB,O75477,ERLIN1,enables,GO:0015485,GO:0015485,cholesterol binding,ECO:0000314,IDA,PMID:24217618,,9606,UniProt,,F
UniProtKB,O75477,ERLIN1,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0153,9606,UniProt,,P
UniProtKB,O75581,LRP6,involved_in,GO:0030301,GO:0090118,receptor-mediated endocytosis involved in cholesterol transport,ECO:0000318,IBA,PMID:21873635,MGI:MGI:1298218|PANTHER:PTN004684666,9606,GO_Central,,P
UniProtKB,O75581,LRP6,involved_in,GO:0070723,GO:0071397,cellular response to cholesterol,ECO:0000315,IMP,PMID:16890161,,9606,BHF-UCL,,P
UniProtKB,O75612,O75612,involved_in,GO:0030299,GO:0030299,intestinal cholesterol absorption,ECO:0000303,NAS,PMID:9774442,,9606,UniProt,,P
UniProtKB,O75612,O75612,involved_in,GO:0006707,GO:0006707,cholesterol catabolic process,ECO:0000303,NAS,PMID:9774442,,9606,UniProt,,P
UniProtKB,O75845,SC5D,involved_in,GO:0006695,GO:0033490,cholesterol biosynthetic process via lathosterol,ECO:0000318,IBA,PMID:21873635,PANTHER:PTN000933275|RGD:620775,9606,GO_Central,,P
UniProtKB,O75845,SC5D,involved_in,GO:0006695,GO:0033490,cholesterol biosynthetic process via lathosterol,ECO:0000304,TAS,Reactome:R-HSA-6807062,,9606,Reactome,,P
UniProtKB,O75845,SC5D,involved_in,GO:0006695,GO:0033489,cholesterol biosynthetic process via desmosterol,ECO:0000304,TAS,Reactome:R-HSA-6807047,,9606,Reactome,,P
UniProtKB,O75845,SC5D,involved_in,GO:0006695,GO:0033490,cholesterol biosynthetic process via lathosterol,ECO:0000265,IEA,GO_REF:0000107,UniProtKB:Q9EQS5|ensembl:ENSRNOP00000011284,9606,Ensembl,,P
UniProtKB,O75881,CYP7B1,involved_in,GO:0042632,GO:0042632,cholesterol homeostasis,ECO:0000318,IBA,PMID:21873635,PANTHER:PTN001548757|RGD:2482,9606,GO_Central,,P
UniProtKB,O75881,CYP7B1,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0153,9606,UniProt,,P
UniProtKB,O75908,SOAT2,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000318,IBA,PMID:21873635,MGI:MGI:104665|MGI:MGI:1332226|PANTHER:PTN000823452|RGD:628865|UniProtKB:O75908|UniProtKB:P35610,9606,GO_Central,,P
UniProtKB,O75908,SOAT2,involved_in,GO:0033344,GO:0033344,cholesterol efflux,ECO:0000318,IBA,PMID:21873635,PANTHER:PTN000045308|UniProtKB:O75908|UniProtKB:P35610,9606,GO_Central,,P
UniProtKB,O75908,SOAT2,involved_in,GO:0034435,GO:0034435,cholesterol esterification,ECO:0000318,IBA,PMID:21873635,PANTHER:PTN000045308|UniProtKB:O75908|UniProtKB:P35610,9606,GO_Central,,P
UniProtKB,O75908,SOAT2,enables,GO:0015485,GO:0015485,cholesterol binding,ECO:0000318,IBA,PMID:21873635,PANTHER:PTN000045308|UniProtKB:O75908|UniProtKB:P35610,9606,GO_Central,,F
UniProtKB,O75908,SOAT2,involved_in,GO:0034435,GO:0034435,cholesterol esterification,ECO:0000314,IDA,PMID:11294643,,9606,UniProt,,P
UniProtKB,O75908,SOAT2,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000314,IDA,PMID:11294643,,9606,UniProt,,P
UniProtKB,O75908,SOAT2,involved_in,GO:0034435,GO:0034435,cholesterol esterification,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR030687,9606,InterPro,,P
UniProtKB,O75908,SOAT2,involved_in,GO:0042632,GO:0042632,cholesterol homeostasis,ECO:0000256,IEA,GO_REF:0000002,InterPro:IPR030687,9606,InterPro,,P
UniProtKB,O75908,SOAT2,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0153,9606,UniProt,,P
UniProtKB,O75908,SOAT2,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000265,IEA,GO_REF:0000107,UniProtKB:O88908|ensembl:ENSMUSP00000023806,9606,Ensembl,,P
UniProtKB,O75908,SOAT2,enables,GO:0015485,GO:0015485,cholesterol binding,ECO:0000314,IDA,PMID:16647063,,9606,BHF-UCL,,F
UniProtKB,O75908,SOAT2,involved_in,GO:0030299,GO:0030299,intestinal cholesterol absorption,ECO:0000305,IC,PMID:14615411,GO:0005903,9606,BHF-UCL,,P
UniProtKB,O75908,SOAT2,involved_in,GO:0034435,GO:0034435,cholesterol esterification,ECO:0000314,IDA,PMID:16647063,,9606,BHF-UCL,,P
UniProtKB,O75908,SOAT2,involved_in,GO:0033344,GO:0033344,cholesterol efflux,ECO:0000315,IMP,PMID:15308631,,9606,BHF-UCL,,P
UniProtKB,O75908,SOAT2,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000314,IDA,PMID:16647063,,9606,BHF-UCL,,P
UniProtKB,O75908,SOAT2,involved_in,GO:0042632,GO:0042632,cholesterol homeostasis,ECO:0000304,TAS,PMID:11401500,,9606,BHF-UCL,,P
UniProtKB,O76062,TM7SF2,involved_in,GO:0006695,GO:0006695,cholesterol biosynthetic process,ECO:0000314,IDA,PMID:16784888,,9606,UniProt,,P
UniProtKB,O76062,TM7SF2,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0153,9606,UniProt,,P
UniProtKB,O76062,TM7SF2,involved_in,GO:0006695,GO:0006695,cholesterol biosynthetic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0152,9606,UniProt,,P
UniProtKB,O76062,TM7SF2,involved_in,GO:0006695,GO:0006695,cholesterol biosynthetic process,ECO:0000304,TAS,Reactome:R-HSA-191273,,9606,Reactome,,P
UniProtKB,O76062,TM7SF2,involved_in,GO:0006695,GO:0006695,cholesterol biosynthetic process,ECO:0000265,IEA,GO_REF:0000107,UniProtKB:Q5BK21|ensembl:ENSRNOP00000028485,9606,Ensembl,,P
UniProtKB,O76062,TM7SF2,involved_in,GO:0006695,GO:0006695,cholesterol biosynthetic process,ECO:0000265,IEA,GO_REF:0000107,UniProtKB:Q71KT5|ensembl:ENSMUSP00000025713,9606,Ensembl,,P
UniProtKB,O76062,TM7SF2,involved_in,GO:0006695,GO:0006695,cholesterol biosynthetic process,ECO:0000322,IEA,GO_REF:0000041,UniPathway:UPA00063,9606,UniProt,,P
UniProtKB,O94905,ERLIN2,enables,GO:0015485,GO:0015485,cholesterol binding,ECO:0000318,IBA,PMID:21873635,PANTHER:PTN000794169|UniProtKB:O75477,9606,GO_Central,,F
UniProtKB,O94905,ERLIN2,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0153,9606,UniProt,,P
UniProtKB,O94911,ABCA8,involved_in,GO:0030301,GO:0030301,cholesterol transport,ECO:0000250,ISS,GO_REF:0000024,UniProtKB:O94911-3,9606,UniProt,,P
UniProtKB,O94911,ABCA8,involved_in,GO:0033344,GO:0033344,cholesterol efflux,ECO:0000250,ISS,GO_REF:0000024,UniProtKB:O94911-3,9606,UniProt,,P
UniProtKB,O94911-3,ABCA8,involved_in,GO:0030301,GO:0030301,cholesterol transport,ECO:0000315,IMP,PMID:29300488,,9606,UniProt,,P
UniProtKB,O94911-3,ABCA8,involved_in,GO:0033344,GO:0033344,cholesterol efflux,ECO:0000315,IMP,PMID:29300488,,9606,UniProt,,P
UniProtKB,O95342,ABCB11,involved_in,GO:0042632,GO:0042632,cholesterol homeostasis,ECO:0000250,ISS,GO_REF:0000024,UniProtKB:Q9QY30,9606,UniProt,,P
UniProtKB,O95342,ABCB11,involved_in,GO:0042632,GO:0042632,cholesterol homeostasis,ECO:0000265,IEA,GO_REF:0000107,UniProtKB:Q9QY30|ensembl:ENSMUSP00000099770,9606,Ensembl,,P
UniProtKB,O95445,APOM,involved_in,GO:0033344,GO:0033344,cholesterol efflux,ECO:0000318,IBA,PMID:21873635,MGI:MGI:1930124|PANTHER:PTN002842729|UniProtKB:O95445,9606,GO_Central,,P
UniProtKB,O95445,APOM,involved_in,GO:0033344,GO:0033344,cholesterol efflux,ECO:0000265,IEA,GO_REF:0000107,UniProtKB:Q9Z1R3|ensembl:ENSMUSP00000025249,9606,Ensembl,,P
UniProtKB,O95445,APOM,involved_in,GO:0043691,GO:0043691,reverse cholesterol transport,ECO:0000265,IEA,GO_REF:0000107,UniProtKB:Q9Z1R3|ensembl:ENSMUSP00000025249,9606,Ensembl,,P
UniProtKB,O95445,APOM,involved_in,GO:0033344,GO:0033344,cholesterol efflux,ECO:0000314,IDA,PMID:16682745,,9606,BHF-UCL,,P
UniProtKB,O95445,APOM,involved_in,GO:0033344,GO:0033344,cholesterol efflux,ECO:0000315,IMP,PMID:15793583,,9606,BHF-UCL,,P
UniProtKB,O95445,APOM,involved_in,GO:0043691,GO:0043691,reverse cholesterol transport,ECO:0000250,ISS,PMID:15793583,UniProtKB:Q9Z1R3,9606,BHF-UCL,,P
UniProtKB,O95445,APOM,involved_in,GO:0042632,GO:0042632,cholesterol homeostasis,ECO:0000305,IC,PMID:15793583,GO:0033344,9606,BHF-UCL,,P
UniProtKB,O95477,ABCA1,involved_in,GO:0033344,GO:0033344,cholesterol efflux,ECO:0000314,IDA,PMID:16702602,,9606,ARUK-UCL,,P
UniProtKB,O95477,ABCA1,involved_in,GO:0033344,GO:0033344,cholesterol efflux,ECO:0000316,IGI,PMID:28373057,UniProtKB:P02647|UniProtKB:P02649,9606,ARUK-UCL,"has_target_start_location(GO:0009898),has_target_end_location(GO:0009897)",P
UniProtKB,O95477,ABCA1,involved_in,GO:0033344,GO:0033344,cholesterol efflux,ECO:0000315,IMP,PMID:19556522,,9606,UniProt,,P
UniProtKB,O95477,ABCA1,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0153,9606,UniProt,,P
UniProtKB,O95477,ABCA1,involved_in,GO:0030301,GO:0030301,cholesterol transport,ECO:0000265,IEA,GO_REF:0000107,UniProtKB:F1LNL3|ensembl:ENSRNOP00000024564,9606,Ensembl,,P
UniProtKB,O95477,ABCA1,involved_in,GO:0033344,GO:0033344,cholesterol efflux,ECO:0000265,IEA,GO_REF:0000107,UniProtKB:P41233|ensembl:ENSMUSP00000030010,9606,Ensembl,,P
UniProtKB,O95477,ABCA1,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000265,IEA,GO_REF:0000107,UniProtKB:P41233|ensembl:ENSMUSP00000030010,9606,Ensembl,,P
UniProtKB,O95477,ABCA1,involved_in,GO:0043691,GO:0043691,reverse cholesterol transport,ECO:0000265,IEA,GO_REF:0000107,UniProtKB:P41233|ensembl:ENSMUSP00000030010,9606,Ensembl,,P
UniProtKB,O95477,ABCA1,involved_in,GO:0070723,GO:0071397,cellular response to cholesterol,ECO:0000265,IEA,GO_REF:0000107,UniProtKB:F1LNL3|ensembl:ENSRNOP00000024564,9606,Ensembl,,P
UniProtKB,O95477,ABCA1,enables,GO:0015485,GO:0015485,cholesterol binding,ECO:0000305,IC,PMID:12084722,GO:0120020,9606,BHF-UCL,,F
UniProtKB,O95477,ABCA1,involved_in,GO:0033344,GO:0033344,cholesterol efflux,ECO:0000314,IDA,PMID:11162594,,9606,BHF-UCL,,P
UniProtKB,O95477,ABCA1,involved_in,GO:0033344,GO:0033344,cholesterol efflux,ECO:0000314,IDA,PMID:10431236,,9606,BHF-UCL,,P
UniProtKB,O95477,ABCA1,involved_in,GO:0033344,GO:0033344,cholesterol efflux,ECO:0000314,IDA,PMID:23931754,,9606,BHF-UCL,has_input(UniProtKB:P41233),P
UniProtKB,O95477,ABCA1,involved_in,GO:0033344,GO:0033344,cholesterol efflux,ECO:0000315,IMP,PMID:16443932,,9606,BHF-UCL,,P
UniProtKB,O95477,ABCA1,involved_in,GO:0033344,GO:0033344,cholesterol efflux,ECO:0000315,IMP,PMID:25084135,,9606,BHF-UCL,occurs_in(CL:0000517),P
UniProtKB,O95477,ABCA1,involved_in,GO:0030301,GO:0032367,intracellular cholesterol transport,ECO:0000315,IMP,PMID:10431236,,9606,BHF-UCL,,P
UniProtKB,O95477,ABCA1,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000314,IDA,PMID:14747463,,9606,BHF-UCL,,P
UniProtKB,O95477,ABCA1,involved_in,GO:0043691,GO:0043691,reverse cholesterol transport,ECO:0000315,IMP,PMID:10431236,,9606,BHF-UCL,,P
UniProtKB,O95477,ABCA1,involved_in,GO:0042632,GO:0042632,cholesterol homeostasis,ECO:0000304,TAS,PMID:24097981,,9606,BHF-UCL,,P
UniProtKB,O95477,ABCA1,involved_in,GO:0042632,GO:0042632,cholesterol homeostasis,ECO:0000314,IDA,PMID:10431236,,9606,BHF-UCL,,P
UniProtKB,O95772,STARD3NL,enables,GO:0015485,GO:0015485,cholesterol binding,ECO:0000314,IDA,PMID:15718238,,9606,UniProt,,F
UniProtKB,O95992,CH25H,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000318,IBA,PMID:21873635,MGI:MGI:1333869|PANTHER:PTN000221316,9606,GO_Central,,P
UniProtKB,O95992,CH25H,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000314,IDA,PMID:33239446,,9606,UniProt,,P
UniProtKB,O95992,CH25H,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000265,IEA,GO_REF:0000107,UniProtKB:Q9Z0F5|ensembl:ENSMUSP00000049683,9606,Ensembl,,P
UniProtKB,P00387,CYB5R3,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0153,9606,UniProt,,P
UniProtKB,P00387,CYB5R3,involved_in,GO:0006695,GO:0006695,cholesterol biosynthetic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0152,9606,UniProt,,P
UniProtKB,P01130,LDLR,involved_in,GO:0030301,GO:0030301,cholesterol transport,ECO:0000304,TAS,PMID:20005821,,9606,ARUK-UCL,"has_start_location(UBERON:0000178),happens_during(GO:0008015)",P
UniProtKB,P01130,LDLR,involved_in,GO:0042632,GO:0042632,cholesterol homeostasis,ECO:0000304,TAS,PMID:20005821,,9606,ARUK-UCL,,P
UniProtKB,P01130,LDLR,involved_in,GO:0042632,GO:0042632,cholesterol homeostasis,ECO:0000316,IGI,PMID:24412220,UniProtKB:P02649,9606,ARUK-UCL,"regulates_o_occurs_in(UBERON:0001969),part_of(GO:0061771)",P
UniProtKB,P01130,LDLR,involved_in,GO:0030301,GO:0030301,cholesterol transport,ECO:0000315,IMP,PMID:17142622,,9606,HGNC-UCL,,P
UniProtKB,P01130,LDLR,involved_in,GO:0030299,GO:0030299,intestinal cholesterol absorption,ECO:0000315,IMP,PMID:17142622,,9606,HGNC-UCL,,P
UniProtKB,P01130,LDLR,involved_in,GO:0042632,GO:0042632,cholesterol homeostasis,ECO:0000318,IBA,PMID:21873635,MGI:MGI:96765|PANTHER:PTN002800105|RGD:2998|UniProtKB:P01130|ZFIN:ZDB-GENE-031217-1,9606,GO_Central,,P
UniProtKB,P01130,LDLR,involved_in,GO:0030301,GO:0090118,receptor-mediated endocytosis involved in cholesterol transport,ECO:0000318,IBA,PMID:21873635,PANTHER:PTN002800105|UniProtKB:P01130|ZFIN:ZDB-GENE-031217-1,9606,GO_Central,,P
UniProtKB,P01130,LDLR,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0153,9606,UniProt,,P
UniProtKB,P01130,LDLR,involved_in,GO:0030301,GO:0030301,cholesterol transport,ECO:0000265,IEA,GO_REF:0000107,UniProtKB:P35951|ensembl:ENSMUSP00000034713,9606,Ensembl,,P
UniProtKB,P01130,LDLR,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000265,IEA,GO_REF:0000107,UniProtKB:P35951|ensembl:ENSMUSP00000034713,9606,Ensembl,,P
UniProtKB,P01130,LDLR,involved_in,GO:0042632,GO:0042632,cholesterol homeostasis,ECO:0000265,IEA,GO_REF:0000107,UniProtKB:P35951|ensembl:ENSMUSP00000034713,9606,Ensembl,,P
UniProtKB,P01130,LDLR,involved_in,GO:0070508,GO:0070508,cholesterol import,ECO:0000265,IEA,GO_REF:0000107,UniProtKB:P35951|ensembl:ENSMUSP00000034713,9606,Ensembl,,P
UniProtKB,P01130,LDLR,involved_in,GO:0070508,GO:0070508,cholesterol import,ECO:0000250,ISS,GO_REF:0000024,UniProtKB:P35951,9606,BHF-UCL,,P
UniProtKB,P01130,LDLR,involved_in,GO:0070508,GO:0070508,cholesterol import,ECO:0000315,IMP,PMID:6299582,,9606,BHF-UCL,part_of(GO:0042632),P
UniProtKB,P01130,LDLR,involved_in,GO:0030301,GO:0090118,receptor-mediated endocytosis involved in cholesterol transport,ECO:0000315,IMP,PMID:6299582,,9606,BHF-UCL,"part_of(GO:0034383),part_of(GO:0070508),part_of(GO:0042632),part_of(GO:0071404),transports_or_maintains_localization_of(GO:0034362)",P
UniProtKB,P01130,LDLR,involved_in,GO:0042632,GO:0042632,cholesterol homeostasis,ECO:0000315,IMP,PMID:17142622,,9606,BHF-UCL,,P
UniProtKB,P01130,LDLR,involved_in,GO:0042632,GO:0042632,cholesterol homeostasis,ECO:0000315,IMP,PMID:6299582,,9606,BHF-UCL,,P
UniProtKB,P01137,TGFB1,involved_in,GO:0070723,GO:0070723,response to cholesterol,ECO:0000314,IDA,PMID:17878231,,9606,BHF-UCL,,P
UniProtKB,P02647,APOA1,enables,GO:0015485,GO:0015485,cholesterol binding,ECO:0000318,IBA,PMID:21873635,PANTHER:PTN002709027|UniProtKB:P02647,9606,GO_Central,,F
UniProtKB,P02647,APOA1,involved_in,GO:0033344,GO:0033344,cholesterol efflux,ECO:0000318,IBA,PMID:21873635,MGI:MGI:88049|PANTHER:PTN002709027|UniProtKB:P02647|UniProtKB:P06727,9606,GO_Central,,P
UniProtKB,P02647,APOA1,involved_in,GO:0006695,GO:0006695,cholesterol biosynthetic process,ECO:0000318,IBA,PMID:21873635,MGI:MGI:88049|PANTHER:PTN002709027,9606,GO_Central,,P
UniProtKB,P02647,APOA1,involved_in,GO:0043691,GO:0043691,reverse cholesterol transport,ECO:0000318,IBA,PMID:21873635,PANTHER:PTN002709027|UniProtKB:P02647|UniProtKB:P06727,9606,GO_Central,,P
UniProtKB,P02647,APOA1,involved_in,GO:0042632,GO:0042632,cholesterol homeostasis,ECO:0000318,IBA,PMID:21873635,PANTHER:PTN002709027|UniProtKB:P02647|UniProtKB:P06727|UniProtKB:Q6Q788,9606,GO_Central,,P
UniProtKB,P02647,APOA1,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000323,IEA,GO_REF:0000043,UniProtKB-KW:KW-0153,9606,UniProt,,P
UniProtKB,P02647,APOA1,acts_upstream_of_or_within,GO:0030301,GO:0030301,cholesterol transport,ECO:0000314,IDA,PMID:10559507,,9606,MGI,,P
UniProtKB,P02647,APOA1,involved_in,GO:0033344,GO:0033344,cholesterol efflux,ECO:0000315,IMP,PMID:12202492,,9606,AgBase,occurs_in(UBERON:0000201),P
UniProtKB,P02647,APOA1,involved_in,GO:0030301,GO:0030301,cholesterol transport,ECO:0000265,IEA,GO_REF:0000107,UniProtKB:Q00623|ensembl:ENSMUSP00000034588,9606,Ensembl,,P
UniProtKB,P02647,APOA1,involved_in,GO:0030301,GO:0030301,cholesterol transport,ECO:0000265,IEA,GO_REF:0000107,UniProtKB:P04639|ensembl:ENSRNOP00000065206,9606,Ensembl,,P
UniProtKB,P02647,APOA1,involved_in,GO:0033344,GO:0033344,cholesterol efflux,ECO:0000265,IEA,GO_REF:0000107,UniProtKB:Q00623|ensembl:ENSMUSP00000034588,9606,Ensembl,,P
UniProtKB,P02647,APOA1,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000265,IEA,GO_REF:0000107,UniProtKB:Q00623|ensembl:ENSMUSP00000034588,9606,Ensembl,,P
UniProtKB,P02647,APOA1,involved_in,GO:0006695,GO:0006695,cholesterol biosynthetic process,ECO:0000265,IEA,GO_REF:0000107,UniProtKB:Q00623|ensembl:ENSMUSP00000034588,9606,Ensembl,,P
UniProtKB,P02647,APOA1,enables,GO:0015485,GO:0015485,cholesterol binding,ECO:0000314,IDA,PMID:15464323,,9606,BHF-UCL,,F
UniProtKB,P02647,APOA1,involved_in,GO:0033344,GO:0033344,cholesterol efflux,ECO:0000314,IDA,PMID:15358760,,9606,BHF-UCL,,P
UniProtKB,P02647,APOA1,involved_in,GO:0033344,GO:0033344,cholesterol efflux,ECO:0000314,IDA,PMID:11162594,,9606,BHF-UCL,,P
UniProtKB,P02647,APOA1,involved_in,GO:0033344,GO:0033344,cholesterol efflux,ECO:0000314,IDA,PMID:14703508,,9606,BHF-UCL,,P
UniProtKB,P02647,APOA1,involved_in,GO:0033344,GO:0033344,cholesterol efflux,ECO:0000314,IDA,PMID:16443932,,9606,BHF-UCL,,P
UniProtKB,P02647,APOA1,involved_in,GO:0033344,GO:0033344,cholesterol efflux,ECO:0000314,IDA,PMID:21481393,,9606,BHF-UCL,occurs_in(CL:0002476),P
UniProtKB,P02647,APOA1,involved_in,GO:0008203,GO:0008203,cholesterol metabolic process,ECO:0000315,IMP,PMID:15464323,,9606,BHF-UCL,,P
